Sex,Race/Ethnicity,Age,Year,Survival Time,5-Year Relative Survival Rate (Percent Survivng),5-Year Relative Survival Rate Lower Confidence Interval,5-Year Relative Survival Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,Black (includes Hispanic),Ages 65-74,3 years,2007,70.787,69.258,72.256,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2008,71.0312,69.5021,72.4995,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2009,71.8407,70.3419,73.2787,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2010,70.6802,69.1888,72.1147,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2011,71.0011,69.5175,72.4275,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2012,69.497,68.0148,70.926,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2013,69.069,67.5605,70.5234,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2000,65.0142,63.1746,66.7874,2000-2009,0.4472,0.2918,0.6025,Trend is Rising
Male,Black (includes Hispanic),Ages 65-74,5 years,2001,65.1781,63.3718,66.92,2009-2015,-0.5335,-0.7838,-0.2832,Trend is Falling
Male,Black (includes Hispanic),Ages 65-74,5 years,2002,67.1644,65.336,68.9204,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2003,64.7926,62.9757,66.5453,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2004,65.6489,63.8581,67.3749,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2005,67.3788,65.5173,69.1647,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2006,67.1701,65.4361,68.8388,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2007,68.041,66.3297,69.6862,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2008,67.215,65.5035,68.8628,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2009,68.0245,66.3416,69.6434,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2010,67.7587,66.0907,69.3646,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2011,67.5254,65.8602,69.1295,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 65-74,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2000,68.0206,66.0316,69.921,2000-2015,-0.3324,-0.4667,-0.198,Trend is Falling
Male,Black (includes Hispanic),Ages 75+,1 year,2001,67.4461,65.4848,69.3233,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2002,68.1043,66.1289,69.9919,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2003,66.0445,64.0291,67.9766,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2004,67.3623,65.3863,69.2535,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2005,66.6333,64.4866,68.6832,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2006,66.7281,64.6441,68.7205,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2007,65.1236,63.0589,67.1046,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2008,65.8196,63.7666,67.7872,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2009,64.7198,62.6689,66.6897,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2010,66.1825,64.0848,68.1896,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2011,67.0424,64.9413,69.0492,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2012,64.675,62.5363,66.7259,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2013,64.5739,62.3974,66.6599,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2014,63.9023,61.6842,66.0294,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2015,62.4702,60.2634,64.5926,,,,,
Male,Black (includes Hispanic),Ages 75+,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2000,57.3528,54.8767,59.7464,2000-2015,-0.3955,-0.5549,-0.2361,Trend is Falling
Male,Black (includes Hispanic),Ages 75+,3 years,2001,57.0174,54.5863,59.3703,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2002,59.0764,56.6186,61.4455,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2003,54.7286,52.2758,57.1112,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2004,58.2579,55.8281,60.6043,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2005,57.3098,54.6899,59.8377,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2006,58.1492,55.6179,60.5908,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2007,55.8673,53.3926,58.2657,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2008,55.7731,53.3115,58.1596,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2009,54.9731,52.5403,57.3358,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2010,55.2558,52.7628,57.674,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2011,57.438,54.9181,59.8721,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2012,51.0609,48.5683,53.4955,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2013,51.9867,49.4301,54.4787,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2000,52.6773,49.7804,55.4876,2000-2015,-0.4154,-0.5827,-0.2482,Trend is Falling
Male,Black (includes Hispanic),Ages 75+,5 years,2001,53.3635,50.5052,56.1339,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2002,54.8607,51.9786,57.6454,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2003,51.6771,48.815,54.4599,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2004,53.1552,50.3457,55.8809,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2005,52.8357,49.8098,55.7664,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2006,53.8825,50.9624,56.7081,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2007,52.2701,49.4297,55.0294,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2008,52.2942,49.4719,55.0362,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2009,50.4364,47.673,53.1317,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2010,49.4425,46.6267,52.1925,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2011,51.0103,48.1471,53.7977,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages 75+,5 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2000,88.6182,82.9826,92.4714,2000-2015,0.3993,0.2375,0.5611,Trend is Rising
Male,Black (includes Hispanic),Ages < 20,1 year,2001,87.5133,82.1006,91.3747,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2002,85.5376,80.2846,89.4825,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2003,84.8537,79.4861,88.9146,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2004,90.8785,86.3798,93.9431,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2005,90.5343,85.7476,93.7714,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2006,90.5695,85.6602,93.8578,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2007,91.7813,87.2777,94.7383,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2008,88.6364,84.3902,91.7836,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2009,91.994,87.6234,94.8661,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2010,89.6467,85.0971,92.8653,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2011,90.2818,85.6483,93.476,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2012,93.2746,89.4254,95.7556,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2013,92.8656,88.6781,95.543,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2014,89.8968,85.1319,93.1954,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2015,91.4692,86.8543,94.5148,,,,,
Male,Black (includes Hispanic),Ages < 20,1 year,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2000,72.2191,65.0511,78.1652,2000-2015,0.772,0.4636,1.0804,Trend is Rising
Male,Black (includes Hispanic),Ages < 20,3 years,2001,72.9762,66.2856,78.5557,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2002,69.2372,62.8241,74.7696,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2003,75.3582,69.1928,80.4653,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2004,79.5669,73.7895,84.2075,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2005,75.0217,68.6714,80.271,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2006,82.5133,76.571,87.0754,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2007,83.4298,77.8149,87.7355,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2008,79.8763,74.7796,84.0536,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2009,78.6328,72.7173,83.4126,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2010,80.278,74.6812,84.7643,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2011,79.1815,73.2549,83.9392,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2012,83.8647,78.6986,87.8745,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2013,85.768,80.4533,89.7296,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,3 years,2016,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2000,70.0791,62.7984,76.2073,2000-2015,0.8678,0.5221,1.2135,Trend is Rising
Male,Black (includes Hispanic),Ages < 20,5 years,2001,69.6944,62.8276,75.5426,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2002,67.202,60.6985,72.8744,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2003,71.5417,65.1473,76.9727,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2004,75.9003,69.8435,80.9081,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2005,70.9763,64.3937,76.5661,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2006,80.7254,74.5903,85.5229,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2007,78.1699,72.0806,83.0875,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2008,75.4452,70.0315,80.0222,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2009,73.8772,67.6243,79.1108,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2010,78.712,72.9613,83.3797,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2011,76.9108,70.7657,81.9301,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2012,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2013,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2014,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2015,-,-,-,,,,,
Male,Black (includes Hispanic),Ages < 20,5 years,2016,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,1 year,2000,77.6584,77.4118,77.9027,2000-2004,0.1739,-0.0165,0.3643,Stable
Male,White (includes Hispanic),All Ages,1 year,2001,78.0193,77.7763,78.2601,2004-2007,0.5611,0.3608,0.7613,Trend is Rising
Male,White (includes Hispanic),All Ages,1 year,2002,78.3859,78.1451,78.6245,2007-2015,-0.2119,-0.2927,-0.131,Trend is Falling
Male,White (includes Hispanic),All Ages,1 year,2003,78.1618,77.9173,78.404,,,,,
Male,White (includes Hispanic),All Ages,1 year,2004,78.9234,78.684,79.1605,,,,,
Male,White (includes Hispanic),All Ages,1 year,2005,78.7257,78.4825,78.9666,,,,,
Male,White (includes Hispanic),All Ages,1 year,2006,79.6234,79.3906,79.8539,,,,,
Male,White (includes Hispanic),All Ages,1 year,2007,80.3515,80.1251,80.5757,,,,,
Male,White (includes Hispanic),All Ages,1 year,2008,80.2562,80.0286,80.4814,,,,,
Male,White (includes Hispanic),All Ages,1 year,2009,80.3983,80.1717,80.6226,,,,,
Male,White (includes Hispanic),All Ages,1 year,2010,80.0908,79.8623,80.3171,,,,,
Male,White (includes Hispanic),All Ages,1 year,2011,80.6596,80.4334,80.8834,,,,,
Male,White (includes Hispanic),All Ages,1 year,2012,79.2904,79.0551,79.5233,,,,,
Male,White (includes Hispanic),All Ages,1 year,2013,79.4081,79.1721,79.6418,,,,,
Male,White (includes Hispanic),All Ages,1 year,2014,79.1008,78.8632,79.3362,,,,,
Male,White (includes Hispanic),All Ages,1 year,2015,79.3759,79.1395,79.6099,,,,,
Male,White (includes Hispanic),All Ages,1 year,2016,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,3 years,2000,68.2432,67.947,68.5374,2000-2004,0.2346,-0.0228,0.492,Stable
Male,White (includes Hispanic),All Ages,3 years,2001,68.9351,68.6432,69.2249,2004-2007,0.7629,0.4923,1.0335,Trend is Rising
Male,White (includes Hispanic),All Ages,3 years,2002,69.503,69.2136,69.7903,2007-2015,-0.2881,-0.398,-0.1782,Trend is Falling
Male,White (includes Hispanic),All Ages,3 years,2003,69.004,68.711,69.295,,,,,
Male,White (includes Hispanic),All Ages,3 years,2004,69.6384,69.35,69.9246,,,,,
Male,White (includes Hispanic),All Ages,3 years,2005,69.556,69.264,69.8458,,,,,
Male,White (includes Hispanic),All Ages,3 years,2006,70.9059,70.6252,71.1844,,,,,
Male,White (includes Hispanic),All Ages,3 years,2007,71.926,71.652,72.1979,,,,,
Male,White (includes Hispanic),All Ages,3 years,2008,71.1974,70.9215,71.4711,,,,,
Male,White (includes Hispanic),All Ages,3 years,2009,71.3823,71.1078,71.6547,,,,,
Male,White (includes Hispanic),All Ages,3 years,2010,71.0529,70.7768,71.327,,,,,
Male,White (includes Hispanic),All Ages,3 years,2011,71.2338,70.9584,71.5072,,,,,
Male,White (includes Hispanic),All Ages,3 years,2012,69.409,69.1252,69.6908,,,,,
Male,White (includes Hispanic),All Ages,3 years,2013,69.1534,68.8665,69.4382,,,,,
Male,White (includes Hispanic),All Ages,3 years,2014,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,3 years,2015,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,3 years,2016,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,5 years,2000,64.7873,64.4614,65.1111,2000-2004,0.2534,-0.0249,0.5317,Stable
Male,White (includes Hispanic),All Ages,5 years,2001,65.7455,65.4246,66.0643,2004-2007,0.8267,0.534,1.1193,Trend is Rising
Male,White (includes Hispanic),All Ages,5 years,2002,66.3439,66.0258,66.6599,2007-2015,-0.3121,-0.4313,-0.193,Trend is Falling
Male,White (includes Hispanic),All Ages,5 years,2003,65.7331,65.4117,66.0524,,,,,
Male,White (includes Hispanic),All Ages,5 years,2004,66.4284,66.1119,66.7426,,,,,
Male,White (includes Hispanic),All Ages,5 years,2005,66.3257,66.0057,66.6435,,,,,
Male,White (includes Hispanic),All Ages,5 years,2006,67.6792,67.3706,67.9857,,,,,
Male,White (includes Hispanic),All Ages,5 years,2007,68.7414,68.4393,69.0413,,,,,
Male,White (includes Hispanic),All Ages,5 years,2008,67.8052,67.502,68.1062,,,,,
Male,White (includes Hispanic),All Ages,5 years,2009,68.0686,67.7673,68.3678,,,,,
Male,White (includes Hispanic),All Ages,5 years,2010,67.5022,67.1986,67.8036,,,,,
Male,White (includes Hispanic),All Ages,5 years,2011,67.6983,67.3946,67.9998,,,,,
Male,White (includes Hispanic),All Ages,5 years,2012,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,5 years,2013,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,5 years,2014,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,5 years,2015,-,-,-,,,,,
Male,White (includes Hispanic),All Ages,5 years,2016,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2000,84.8437,84.2829,85.3863,2000-2015,0.28,0.238,0.322,Trend is Rising
Male,White (includes Hispanic),Ages < 50,1 year,2001,84.9671,84.4131,85.5032,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2002,85.0248,84.4702,85.5614,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2003,85.4773,84.9254,86.0106,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2004,86.4186,85.8885,86.9302,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2005,86.4076,85.8742,86.9224,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2006,87.4231,86.9089,87.9186,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2007,87.9389,87.4338,88.4252,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2008,88.0795,87.579,88.5612,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2009,88.4492,87.9498,88.9293,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2010,88.4174,87.91,88.9049,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2011,89.3894,88.8964,89.8617,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2012,89.3674,88.8698,89.8441,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2013,89.3985,88.8893,89.8857,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2014,89.9654,89.4661,90.4424,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2015,90.1645,89.6633,90.6427,,,,,
Male,White (includes Hispanic),Ages < 50,1 year,2016,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2000,74.6069,73.924,75.275,2000-2015,0.4593,0.3909,0.5277,Trend is Rising
Male,White (includes Hispanic),Ages < 50,3 years,2001,75.0406,74.3674,75.6991,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2002,75.3013,74.6285,75.9594,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2003,76.0427,75.3713,76.6987,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2004,77.1329,76.4805,77.77,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2005,77.5379,76.8853,78.1748,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2006,78.4539,77.8132,79.0788,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2007,78.8028,78.166,79.4236,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2008,79.1839,78.5536,79.7982,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2009,79.6946,79.0628,80.3097,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2010,79.5464,78.9029,80.1727,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2011,79.9482,79.3034,80.5755,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2012,80.0379,79.3869,80.6709,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2013,80.0627,79.3923,80.714,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2014,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2015,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,3 years,2016,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2000,71.1065,70.3894,71.8098,2000-2015,0.5188,0.4418,0.5958,Trend is Rising
Male,White (includes Hispanic),Ages < 50,5 years,2001,71.8673,71.1618,72.5589,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2002,71.7609,71.0527,72.4553,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2003,72.5798,71.8722,73.273,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2004,73.8106,73.1215,74.4852,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2005,74.1791,73.4886,74.8547,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2006,74.8206,74.138,75.4883,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2007,75.2258,74.5469,75.8896,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2008,75.6562,74.9833,76.3138,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2009,76.2111,75.5358,76.8707,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2010,75.9466,75.2569,76.6201,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2011,76.2335,75.5378,76.9125,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2012,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2013,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2014,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2015,-,-,-,,,,,
Male,White (includes Hispanic),Ages < 50,5 years,2016,-,-,-,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2000,80.6798,80.2712,81.081,2000-2008,0.3258,0.2606,0.3911,Trend is Rising
Male,White (includes Hispanic),Ages 50-64,1 year,2001,81.0619,80.6633,81.4532,2008-2015,-0.32,-0.3997,-0.2403,Trend is Falling
Male,White (includes Hispanic),Ages 50-64,1 year,2002,81.7937,81.4091,82.1713,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2003,81.4024,81.0135,81.7842,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2004,82.1249,81.7483,82.4945,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2005,81.9493,81.5688,82.3227,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2006,82.7481,82.3911,83.0986,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2007,83.3332,82.9896,83.6705,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2008,83.4631,83.1197,83.8003,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2009,83.6084,83.2696,83.9411,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2010,83.3009,82.9584,83.6371,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2011,83.1238,82.7829,83.4586,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2012,82.3145,81.957,82.6657,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2013,82.3782,82.0172,82.7327,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2014,81.8068,81.4414,82.1658,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2015,81.8053,81.4376,82.1665,,,,,
Male,White (includes Hispanic),Ages 50-64,1 year,2016,-,-,-,,,,,
Male,White (includes Hispanic),Ages 50-64,3 years,2000,70.5748,70.0903,71.053,2000-2008,0.4723,0.3777,0.567,Trend is Rising
Male,White (includes Hispanic),Ages 50-64,3 years,2001,71.4528,70.9806,71.9188,2008-2015,-0.4646,-0.5804,-0.3488,Trend is Falling
Male,White (includes Hispanic),Ages 50-64,3 years,2002,72.4494,71.9915,72.9012,,,,,
Male,White (includes Hispanic),Ages 50-64,3 years,2003,72.0518,71.5911,72.5066,,,,,
