Sex,Race/Ethnicity,Age,Stage at Diagnosis,Survival Time,Survival Rate (%),Survival Rate Standard Error,Survival Rate Lower Confidence Interval,Survival Rate Upper Confidence Interval
Male,Hispanic (any race),Ages < 50,All Stages,6 years,68.3382,0.2202,67.9043,68.7676
Male,Hispanic (any race),Ages < 50,All Stages,7 years,67.3269,0.2262,66.8813,67.7681
Male,Hispanic (any race),Ages < 50,All Stages,8 years,66.2938,0.2333,65.8342,66.7489
Male,Hispanic (any race),Ages < 50,All Stages,9 years,65.5,0.2402,65.0269,65.9685
Male,Hispanic (any race),Ages < 50,All Stages,10 years,64.7185,0.2484,64.2293,65.203
Male,Hispanic (any race),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages 50-64,All Stages,1 year,79.4196,0.1446,79.1345,79.7013
Male,Hispanic (any race),Ages 50-64,All Stages,2 years,72.2206,0.1636,71.8983,72.5398
Male,Hispanic (any race),Ages 50-64,All Stages,3 years,68.5118,0.1737,68.17,68.8509
Male,Hispanic (any race),Ages 50-64,All Stages,4 years,65.9279,0.1817,65.5704,66.2828
Male,Hispanic (any race),Ages 50-64,All Stages,5 years,64.1285,0.1888,63.7571,64.4972
Male,Hispanic (any race),Ages 50-64,All Stages,6 years,62.7019,0.196,62.3165,63.0846
Male,Hispanic (any race),Ages 50-64,All Stages,7 years,61.4943,0.2036,61.0938,61.8921
Male,Hispanic (any race),Ages 50-64,All Stages,8 years,60.4207,0.2123,60.0033,60.8353
Male,Hispanic (any race),Ages 50-64,All Stages,9 years,59.5762,0.2217,59.1402,60.0093
Male,Hispanic (any race),Ages 50-64,All Stages,10 years,58.5364,0.2342,58.0758,58.9938
Male,Hispanic (any race),Ages 65+,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages 65+,All Stages,1 year,73.1669,0.1434,72.8847,73.4467
Male,Hispanic (any race),Ages 65+,All Stages,2 years,66.688,0.1595,66.3744,66.9994
Male,Hispanic (any race),Ages 65+,All Stages,3 years,63.1341,0.171,62.7979,63.4682
Male,Hispanic (any race),Ages 65+,All Stages,4 years,60.9004,0.1816,60.5434,61.2552
Male,Hispanic (any race),Ages 65+,All Stages,5 years,59.1494,0.1927,58.7707,59.5259
Male,Hispanic (any race),Ages 65+,All Stages,6 years,57.6268,0.2047,57.2244,58.027
Male,Hispanic (any race),Ages 65+,All Stages,7 years,56.1843,0.2183,55.7552,56.611
Male,Hispanic (any race),Ages 65+,All Stages,8 years,54.9688,0.2337,54.5093,55.4256
Male,Hispanic (any race),Ages 65+,All Stages,9 years,53.7636,0.2518,53.2687,54.2557
Male,Hispanic (any race),Ages 65+,All Stages,10 years,52.4243,0.2733,51.8872,52.9584
Male,Hispanic (any race),Ages <15,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages <15,All Stages,1 year,92.0864,0.3289,91.416,92.7066
Male,Hispanic (any race),Ages <15,All Stages,2 years,86.865,0.4165,86.0249,87.6583
Male,Hispanic (any race),Ages <15,All Stages,3 years,83.7985,0.4603,82.8734,84.6784
Male,Hispanic (any race),Ages <15,All Stages,4 years,81.5431,0.4918,80.5567,82.4851
Male,Hispanic (any race),Ages <15,All Stages,5 years,80.5027,0.507,79.4866,81.4746
Male,Hispanic (any race),Ages <15,All Stages,6 years,79.6333,0.5212,78.5893,80.6329
Male,Hispanic (any race),Ages <15,All Stages,7 years,79.1084,0.5307,78.0456,80.1265
Male,Hispanic (any race),Ages <15,All Stages,8 years,78.6622,0.5407,77.5796,79.6995
Male,Hispanic (any race),Ages <15,All Stages,9 years,78.2165,0.5523,77.1108,79.2763
Male,Hispanic (any race),Ages <15,All Stages,10 years,77.6217,0.57,76.4805,78.7154
Male,Hispanic (any race),Ages 15-39,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages 15-39,All Stages,1 year,87.6436,0.2156,87.2143,88.0595
Male,Hispanic (any race),Ages 15-39,All Stages,2 years,80.9567,0.2625,80.436,81.4652
Male,Hispanic (any race),Ages 15-39,All Stages,3 years,77.4443,0.2848,76.8802,77.9967
Male,Hispanic (any race),Ages 15-39,All Stages,4 years,75.3475,0.2988,74.7561,75.9274
Male,Hispanic (any race),Ages 15-39,All Stages,5 years,73.9846,0.3092,73.3728,74.5849
Male,Hispanic (any race),Ages 15-39,All Stages,6 years,72.7681,0.3197,72.1356,73.3889
Male,Hispanic (any race),Ages 15-39,All Stages,7 years,71.8213,0.3293,71.17,72.4608
Male,Hispanic (any race),Ages 15-39,All Stages,8 years,70.8235,0.3407,70.1498,71.4853
Male,Hispanic (any race),Ages 15-39,All Stages,9 years,69.9846,0.3521,69.2883,70.6687
Male,Hispanic (any race),Ages 15-39,All Stages,10 years,69.3403,0.3633,68.622,70.046
Male,Hispanic (any race),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages 40-64,All Stages,1 year,79.4613,0.127,79.2109,79.7089
Male,Hispanic (any race),Ages 40-64,All Stages,2 years,71.9631,0.1441,71.6794,72.2444
Male,Hispanic (any race),Ages 40-64,All Stages,3 years,68.128,0.1528,67.8273,68.4265
Male,Hispanic (any race),Ages 40-64,All Stages,4 years,65.501,0.1596,65.1872,65.8128
Male,Hispanic (any race),Ages 40-64,All Stages,5 years,63.6552,0.1655,63.3298,63.9785
Male,Hispanic (any race),Ages 40-64,All Stages,6 years,62.2243,0.1713,61.8875,62.5591
Male,Hispanic (any race),Ages 40-64,All Stages,7 years,61.0124,0.1776,60.6633,61.3593
Male,Hispanic (any race),Ages 40-64,All Stages,8 years,59.897,0.1846,59.5341,60.2579
Male,Hispanic (any race),Ages 40-64,All Stages,9 years,59.0476,0.1922,58.6698,59.4233
Male,Hispanic (any race),Ages 40-64,All Stages,10 years,58.0227,0.2022,57.6253,58.4179
Male,Hispanic (any race),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages 65-74,All Stages,1 year,78.5825,0.1714,78.2443,78.9162
Male,Hispanic (any race),Ages 65-74,All Stages,2 years,72.5447,0.193,72.1644,72.9209
Male,Hispanic (any race),Ages 65-74,All Stages,3 years,69.0732,0.2074,68.6646,69.4778
Male,Hispanic (any race),Ages 65-74,All Stages,4 years,66.9833,0.2196,66.5508,67.4117
Male,Hispanic (any race),Ages 65-74,All Stages,5 years,65.4612,0.2318,65.0048,65.9133
Male,Hispanic (any race),Ages 65-74,All Stages,6 years,64.0614,0.2452,63.5786,64.5397
Male,Hispanic (any race),Ages 65-74,All Stages,7 years,62.705,0.2604,62.1922,63.213
Male,Hispanic (any race),Ages 65-74,All Stages,8 years,61.6543,0.2773,61.1083,62.1952
Male,Hispanic (any race),Ages 65-74,All Stages,9 years,60.6767,0.297,60.0918,61.256
Male,Hispanic (any race),Ages 65-74,All Stages,10 years,59.4091,0.3213,58.7763,60.0358
Male,Hispanic (any race),Ages 75+,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages 75+,All Stages,1 year,65.5921,0.2416,65.1162,66.0632
Male,Hispanic (any race),Ages 75+,All Stages,2 years,58.4475,0.266,57.9242,58.9667
Male,Hispanic (any race),Ages 75+,All Stages,3 years,54.7429,0.2858,54.1809,55.3012
Male,Hispanic (any race),Ages 75+,All Stages,4 years,52.2569,0.306,51.6553,52.8547
Male,Hispanic (any race),Ages 75+,All Stages,5 years,50.1018,0.328,49.457,50.7429
Male,Hispanic (any race),Ages 75+,All Stages,6 years,48.3341,0.3528,47.6407,49.0238
Male,Hispanic (any race),Ages 75+,All Stages,7 years,46.6935,0.3813,45.9444,47.4389
Male,Hispanic (any race),Ages 75+,All Stages,8 years,45.1197,0.4147,44.3051,45.9305
Male,Hispanic (any race),Ages 75+,All Stages,9 years,43.4029,0.4549,42.5097,44.2925
Male,Hispanic (any race),Ages 75+,All Stages,10 years,41.8103,0.5039,40.8211,42.796
Male,Hispanic (any race),Ages < 20,All Stages,Diagnosis,100,-,-,-
Male,Hispanic (any race),Ages < 20,All Stages,1 year,91.8635,0.2792,91.2983,92.3935
Male,Hispanic (any race),Ages < 20,All Stages,2 years,86.0871,0.3579,85.3691,86.7726
Male,Hispanic (any race),Ages < 20,All Stages,3 years,82.749,0.3963,81.9565,83.5102
Male,Hispanic (any race),Ages < 20,All Stages,4 years,80.4094,0.4226,79.5657,81.2225
Male,Hispanic (any race),Ages < 20,All Stages,5 years,79.0986,0.4382,78.2243,79.9424
Male,Hispanic (any race),Ages < 20,All Stages,6 years,78.169,0.4506,77.2706,79.0369
Male,Hispanic (any race),Ages < 20,All Stages,7 years,77.5249,0.4603,76.6072,78.4118
Male,Hispanic (any race),Ages < 20,All Stages,8 years,77.0027,0.4699,76.0661,77.9082
Male,Hispanic (any race),Ages < 20,All Stages,9 years,76.4179,0.4822,75.4568,77.3472
Male,Hispanic (any race),Ages < 20,All Stages,10 years,75.8351,0.4969,74.8448,76.7927
Male,Non-Hispanic White,All Ages,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,All Ages,All Stages,1 year,79.3112,0.0316,79.2492,79.3731
Male,Non-Hispanic White,All Ages,All Stages,2 years,73.2082,0.036,73.1376,73.2787
Male,Non-Hispanic White,All Ages,All Stages,3 years,70.1852,0.0388,70.109,70.2612
Male,Non-Hispanic White,All Ages,All Stages,4 years,68.2995,0.0413,68.2185,68.3804
Male,Non-Hispanic White,All Ages,All Stages,5 years,66.9293,0.0437,66.8434,67.0149
Male,Non-Hispanic White,All Ages,All Stages,6 years,65.819,0.0463,65.7281,65.9097
Male,Non-Hispanic White,All Ages,All Stages,7 years,64.8643,0.0491,64.768,64.9605
Male,Non-Hispanic White,All Ages,All Stages,8 years,64.0587,0.0522,63.9563,64.1608
Male,Non-Hispanic White,All Ages,All Stages,9 years,63.3391,0.0556,63.23,63.448
Male,Non-Hispanic White,All Ages,All Stages,10 years,62.6527,0.0596,62.5357,62.7694
Male,Non-Hispanic White,Ages < 50,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages < 50,All Stages,1 year,88.276,0.0712,88.1356,88.4148
Male,Non-Hispanic White,Ages < 50,All Stages,2 years,82.4948,0.085,82.3275,82.6608
Male,Non-Hispanic White,Ages < 50,All Stages,3 years,79.4086,0.0917,79.2282,79.5875
Male,Non-Hispanic White,Ages < 50,All Stages,4 years,77.4392,0.096,77.2503,77.6267
Male,Non-Hispanic White,Ages < 50,All Stages,5 years,76.0083,0.0995,75.8126,76.2026
Male,Non-Hispanic White,Ages < 50,All Stages,6 years,74.8575,0.1027,74.6557,75.0581
Male,Non-Hispanic White,Ages < 50,All Stages,7 years,73.9001,0.1057,73.6923,74.1066
Male,Non-Hispanic White,Ages < 50,All Stages,8 years,73.0586,0.1088,72.8448,73.2712
Male,Non-Hispanic White,Ages < 50,All Stages,9 years,72.2917,0.1121,72.0713,72.5107
Male,Non-Hispanic White,Ages < 50,All Stages,10 years,71.6679,0.1155,71.4408,71.8936
Male,Non-Hispanic White,Ages 50-64,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages 50-64,All Stages,1 year,82.7501,0.0484,82.655,82.8447
Male,Non-Hispanic White,Ages 50-64,All Stages,2 years,76.3681,0.0555,76.2591,76.4767
Male,Non-Hispanic White,Ages 50-64,All Stages,3 years,73.2492,0.0592,73.133,73.3651
Male,Non-Hispanic White,Ages 50-64,All Stages,4 years,71.3505,0.062,71.2288,71.4719
Male,Non-Hispanic White,Ages 50-64,All Stages,5 years,69.9516,0.0646,69.8248,70.078
Male,Non-Hispanic White,Ages 50-64,All Stages,6 years,68.8424,0.0672,68.7104,68.974
Male,Non-Hispanic White,Ages 50-64,All Stages,7 years,67.9415,0.07,67.804,68.0785
Male,Non-Hispanic White,Ages 50-64,All Stages,8 years,67.1461,0.0732,67.0024,67.2893
Male,Non-Hispanic White,Ages 50-64,All Stages,9 years,66.4816,0.0767,66.3311,66.6317
Male,Non-Hispanic White,Ages 50-64,All Stages,10 years,65.8188,0.0809,65.6599,65.9772
Male,Non-Hispanic White,Ages 65+,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages 65+,All Stages,1 year,75.2737,0.0467,75.182,75.3652
Male,Non-Hispanic White,Ages 65+,All Stages,2 years,69.2711,0.053,69.167,69.3749
Male,Non-Hispanic White,Ages 65+,All Stages,3 years,66.3129,0.0578,66.1994,66.426
Male,Non-Hispanic White,Ages 65+,All Stages,4 years,64.4415,0.0624,64.319,64.5636
Male,Non-Hispanic White,Ages 65+,All Stages,5 years,63.0929,0.0672,62.961,63.2245
Male,Non-Hispanic White,Ages 65+,All Stages,6 years,61.9761,0.0725,61.8339,62.1179
Male,Non-Hispanic White,Ages 65+,All Stages,7 years,60.9601,0.0784,60.8064,61.1135
Male,Non-Hispanic White,Ages 65+,All Stages,8 years,60.1385,0.0851,59.9716,60.305
Male,Non-Hispanic White,Ages 65+,All Stages,9 years,59.3655,0.0929,59.1833,59.5473
Male,Non-Hispanic White,Ages 65+,All Stages,10 years,58.6122,0.1021,58.4118,58.812
Male,Non-Hispanic White,Ages <15,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages <15,All Stages,1 year,93.1475,0.2339,92.674,93.5914
Male,Non-Hispanic White,Ages <15,All Stages,2 years,88.782,0.2945,88.1907,89.3455
Male,Non-Hispanic White,Ages <15,All Stages,3 years,86.5962,0.3211,85.9532,87.2121
Male,Non-Hispanic White,Ages <15,All Stages,4 years,85.2652,0.3372,84.5906,85.9127
Male,Non-Hispanic White,Ages <15,All Stages,5 years,84.0167,0.3527,83.3118,84.6947
Male,Non-Hispanic White,Ages <15,All Stages,6 years,83.189,0.3637,82.4624,83.8884
Male,Non-Hispanic White,Ages <15,All Stages,7 years,82.505,0.3737,81.7588,83.2239
Male,Non-Hispanic White,Ages <15,All Stages,8 years,81.897,0.3835,81.1313,82.635
Male,Non-Hispanic White,Ages <15,All Stages,9 years,81.5767,0.3899,80.7984,82.3269
Male,Non-Hispanic White,Ages <15,All Stages,10 years,81.4056,0.3941,80.6189,82.1641
Male,Non-Hispanic White,Ages 15-39,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages 15-39,All Stages,1 year,92.8603,0.097,92.6677,93.048
Male,Non-Hispanic White,Ages 15-39,All Stages,2 years,88.4307,0.1218,88.1896,88.6672
Male,Non-Hispanic White,Ages 15-39,All Stages,3 years,85.8687,0.1345,85.6028,86.13
Male,Non-Hispanic White,Ages 15-39,All Stages,4 years,84.2107,0.1427,83.9288,84.4881
Male,Non-Hispanic White,Ages 15-39,All Stages,5 years,82.9835,0.1491,82.689,83.2736
Male,Non-Hispanic White,Ages 15-39,All Stages,6 years,81.9522,0.155,81.6462,82.2537
Male,Non-Hispanic White,Ages 15-39,All Stages,7 years,81.1942,0.1599,80.8786,81.5052
Male,Non-Hispanic White,Ages 15-39,All Stages,8 years,80.5568,0.1646,80.232,80.877
Male,Non-Hispanic White,Ages 15-39,All Stages,9 years,79.9187,0.1698,79.5835,80.2491
Male,Non-Hispanic White,Ages 15-39,All Stages,10 years,79.4393,0.1747,79.0944,79.7792
Male,Non-Hispanic White,Ages 40-64,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages 40-64,All Stages,1 year,83.1427,0.0438,83.0566,83.2283
Male,Non-Hispanic White,Ages 40-64,All Stages,2 years,76.7107,0.0504,76.6118,76.8092
Male,Non-Hispanic White,Ages 40-64,All Stages,3 years,73.5346,0.0537,73.4291,73.6396
Male,Non-Hispanic White,Ages 40-64,All Stages,4 years,71.5852,0.0562,71.4749,71.6952
Male,Non-Hispanic White,Ages 40-64,All Stages,5 years,70.1591,0.0584,70.0444,70.2735
Male,Non-Hispanic White,Ages 40-64,All Stages,6 years,69.0267,0.0607,68.9076,69.1455
Male,Non-Hispanic White,Ages 40-64,All Stages,7 years,68.0923,0.0631,67.9685,68.2158
Male,Non-Hispanic White,Ages 40-64,All Stages,8 years,67.2648,0.0657,67.1358,67.3935
Male,Non-Hispanic White,Ages 40-64,All Stages,9 years,66.5611,0.0687,66.4263,66.6956
Male,Non-Hispanic White,Ages 40-64,All Stages,10 years,65.8829,0.0722,65.7412,66.0242
Male,Non-Hispanic White,Ages 65-74,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages 65-74,All Stages,1 year,80.3253,0.0567,80.2139,80.4361
Male,Non-Hispanic White,Ages 65-74,All Stages,2 years,74.6047,0.0647,74.4777,74.7311
Male,Non-Hispanic White,Ages 65-74,All Stages,3 years,71.8057,0.0699,71.6684,71.9426
Male,Non-Hispanic White,Ages 65-74,All Stages,4 years,70.038,0.0747,69.8912,70.1842
Male,Non-Hispanic White,Ages 65-74,All Stages,5 years,68.7813,0.0797,68.6249,68.9372
Male,Non-Hispanic White,Ages 65-74,All Stages,6 years,67.7593,0.085,67.5924,67.9256
Male,Non-Hispanic White,Ages 65-74,All Stages,7 years,66.8673,0.091,66.6885,67.0454
Male,Non-Hispanic White,Ages 65-74,All Stages,8 years,66.1148,0.098,65.9224,66.3063
Male,Non-Hispanic White,Ages 65-74,All Stages,9 years,65.4437,0.1061,65.2354,65.6511
Male,Non-Hispanic White,Ages 65-74,All Stages,10 years,64.7648,0.1158,64.5374,64.9913
Male,Non-Hispanic White,Ages 75+,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages 75+,All Stages,1 year,69.2123,0.076,69.063,69.361
Male,Non-Hispanic White,Ages 75+,All Stages,2 years,62.819,0.0864,62.6494,62.9881
Male,Non-Hispanic White,Ages 75+,All Stages,3 years,59.6181,0.0954,59.4308,59.8048
Male,Non-Hispanic White,Ages 75+,All Stages,4 years,57.5717,0.1047,57.3662,57.7767
Male,Non-Hispanic White,Ages 75+,All Stages,5 years,56.0573,0.1149,55.8318,56.2821
Male,Non-Hispanic White,Ages 75+,All Stages,6 years,54.7596,0.1264,54.5115,55.0068
Male,Non-Hispanic White,Ages 75+,All Stages,7 years,53.4994,0.1395,53.2255,53.7725
Male,Non-Hispanic White,Ages 75+,All Stages,8 years,52.5185,0.1551,52.2141,52.822
Male,Non-Hispanic White,Ages 75+,All Stages,9 years,51.5094,0.1736,51.1685,51.8491
Male,Non-Hispanic White,Ages 75+,All Stages,10 years,50.5476,0.1964,50.1619,50.9319
Male,Non-Hispanic White,Ages < 20,All Stages,Diagnosis,100,-,-,-
Male,Non-Hispanic White,Ages < 20,All Stages,1 year,93.6796,0.1831,93.3107,94.0288
Male,Non-Hispanic White,Ages < 20,All Stages,2 years,89.1154,0.2364,88.6428,89.5695
Male,Non-Hispanic White,Ages < 20,All Stages,3 years,86.6677,0.2608,86.1476,87.1699
Male,Non-Hispanic White,Ages < 20,All Stages,4 years,85.1496,0.2757,84.6002,85.6812
Male,Non-Hispanic White,Ages < 20,All Stages,5 years,83.9078,0.2883,83.3337,84.4641
Male,Non-Hispanic White,Ages < 20,All Stages,6 years,83.1258,0.297,82.5347,83.6989
Male,Non-Hispanic White,Ages < 20,All Stages,7 years,82.4344,0.3054,81.8268,83.0239
Male,Non-Hispanic White,Ages < 20,All Stages,8 years,81.8838,0.3128,81.2615,82.4878
Male,Non-Hispanic White,Ages < 20,All Stages,9 years,81.4713,0.3195,80.8358,82.0882
Male,Non-Hispanic White,Ages < 20,All Stages,10 years,81.2754,0.3237,80.6315,81.9003
Male,White (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Male,White (includes Hispanic),All Ages,All Stages,1 year,79.1117,0.0298,79.0532,79.1701
Male,White (includes Hispanic),All Ages,All Stages,2 years,72.9135,0.0339,72.8469,72.9799
Male,White (includes Hispanic),All Ages,All Stages,3 years,69.8177,0.0365,69.746,69.8892
Male,White (includes Hispanic),All Ages,All Stages,4 years,67.8753,0.0388,67.7991,67.9513
Male,White (includes Hispanic),All Ages,All Stages,5 years,66.4645,0.0411,66.3839,66.5449
Male,White (includes Hispanic),All Ages,All Stages,6 years,65.3196,0.0434,65.2344,65.4047
Male,White (includes Hispanic),All Ages,All Stages,7 years,64.3327,0.046,64.2424,64.4228
Male,White (includes Hispanic),All Ages,All Stages,8 years,63.4937,0.0488,63.3979,63.5894
Male,White (includes Hispanic),All Ages,All Stages,9 years,62.7466,0.052,62.6445,62.8485
Male,White (includes Hispanic),All Ages,All Stages,10 years,62.0194,0.0557,61.91,62.1286
Male,White (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Male,White (includes Hispanic),Ages < 50,All Stages,1 year,87.5356,0.0654,87.4068,87.6632
Male,White (includes Hispanic),Ages < 50,All Stages,2 years,81.4619,0.0779,81.3087,81.614
Male,White (includes Hispanic),Ages < 50,All Stages,3 years,78.2381,0.0838,78.0733,78.4019
Male,White (includes Hispanic),Ages < 50,All Stages,4 years,76.1928,0.0877,76.0204,76.3642
Male,White (includes Hispanic),Ages < 50,All Stages,5 years,74.7346,0.0908,74.5561,74.912
Male,White (includes Hispanic),Ages < 50,All Stages,6 years,73.5677,0.0936,73.3837,73.7506
Male,White (includes Hispanic),Ages < 50,All Stages,7 years,72.6075,0.0963,72.4183,72.7957
Male,White (includes Hispanic),Ages < 50,All Stages,8 years,71.7344,0.0991,71.5397,71.9281
Male,White (includes Hispanic),Ages < 50,All Stages,9 years,70.9651,0.1021,70.7645,71.1646
Male,White (includes Hispanic),Ages < 50,All Stages,10 years,70.3197,0.1052,70.1129,70.5253
Male,White (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Male,White (includes Hispanic),Ages 50-64,All Stages,1 year,82.3647,0.0461,82.2742,82.4548
Male,White (includes Hispanic),Ages 50-64,All Stages,2 years,75.8907,0.0527,75.7871,75.9939
