Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,Hispanic (any race),Ages 15-39,2006,6.976,6.4537,7.5286,,,,,
Male,Hispanic (any race),Ages 15-39,2007,7.3546,6.8228,7.916,,,,,
Male,Hispanic (any race),Ages 15-39,2008,7.6473,7.115,8.2083,,,,,
Male,Hispanic (any race),Ages 15-39,2009,7.695,7.1641,8.2541,,,,,
Male,Hispanic (any race),Ages 15-39,2010,7.4146,6.8985,7.9584,,,,,
Male,Hispanic (any race),Ages 15-39,2011,7.4677,6.9532,8.0096,,,,,
Male,Hispanic (any race),Ages 15-39,2012,7.4876,6.9772,8.0249,,,,,
Male,Hispanic (any race),Ages 15-39,2013,7.3714,6.8684,7.9009,,,,,
Male,Hispanic (any race),Ages 15-39,2014,7.6368,7.1267,8.1731,,,,,
Male,Hispanic (any race),Ages 15-39,2015,7.5752,7.072,8.1043,,,,,
Male,Hispanic (any race),Ages 15-39,2016,7.4189,6.9275,7.9355,,,,,
Male,Hispanic (any race),Ages 40-64,2000,114.8904,111.1285,118.7446,2000-2016,-1.5022,-1.6832,-1.321,Trend is Falling
Male,Hispanic (any race),Ages 40-64,2001,119.0073,115.2859,122.8157,,,,,
Male,Hispanic (any race),Ages 40-64,2002,118.4671,114.8593,122.1569,,,,,
Male,Hispanic (any race),Ages 40-64,2003,116.256,112.7879,119.8013,,,,,
Male,Hispanic (any race),Ages 40-64,2004,113.0219,109.6978,116.4189,,,,,
Male,Hispanic (any race),Ages 40-64,2005,112.0119,108.8075,115.2848,,,,,
Male,Hispanic (any race),Ages 40-64,2006,105.3917,102.381,108.4667,,,,,
Male,Hispanic (any race),Ages 40-64,2007,106.004,103.0815,108.9869,,,,,
Male,Hispanic (any race),Ages 40-64,2008,105.9721,103.1361,108.865,,,,,
Male,Hispanic (any race),Ages 40-64,2009,103.2146,100.4963,105.9867,,,,,
Male,Hispanic (any race),Ages 40-64,2010,101.2669,98.6551,103.9296,,,,,
Male,Hispanic (any race),Ages 40-64,2011,102.0607,99.5074,104.6622,,,,,
Male,Hispanic (any race),Ages 40-64,2012,101.9283,99.4345,104.4683,,,,,
Male,Hispanic (any race),Ages 40-64,2013,98.7803,96.3804,101.2245,,,,,
Male,Hispanic (any race),Ages 40-64,2014,95.8545,93.546,98.2053,,,,,
Male,Hispanic (any race),Ages 40-64,2015,95.2639,93.0188,97.5493,,,,,
Male,Hispanic (any race),Ages 40-64,2016,92.8477,90.6797,95.0544,,,,,
Male,Hispanic (any race),Ages 65-74,2000,657.8784,634.7761,681.603,2000-2016,-1.7707,-1.9007,-1.6404,Trend is Falling
Male,Hispanic (any race),Ages 65-74,2001,658.6587,636.0126,681.902,,,,,
Male,Hispanic (any race),Ages 65-74,2002,640.2068,618.3138,662.6744,,,,,
Male,Hispanic (any race),Ages 65-74,2003,634.6687,613.2365,656.6554,,,,,
Male,Hispanic (any race),Ages 65-74,2004,605.2275,584.6663,626.3236,,,,,
Male,Hispanic (any race),Ages 65-74,2005,625.6175,605.1118,646.6373,,,,,
Male,Hispanic (any race),Ages 65-74,2006,596.8341,577.2104,616.9516,,,,,
Male,Hispanic (any race),Ages 65-74,2007,577.7409,558.8927,597.0604,,,,,
Male,Hispanic (any race),Ages 65-74,2008,578.2246,559.8211,597.0762,,,,,
Male,Hispanic (any race),Ages 65-74,2009,558.3488,540.7194,576.4039,,,,,
Male,Hispanic (any race),Ages 65-74,2010,560.0132,542.7623,577.6698,,,,,
Male,Hispanic (any race),Ages 65-74,2011,540.986,524.4894,557.8672,,,,,
Male,Hispanic (any race),Ages 65-74,2012,541.3371,525.2631,557.7746,,,,,
Male,Hispanic (any race),Ages 65-74,2013,533.152,517.6854,548.96,,,,,
Male,Hispanic (any race),Ages 65-74,2014,520.5293,505.6795,535.7011,,,,,
Male,Hispanic (any race),Ages 65-74,2015,507.9428,493.777,522.4092,,,,,
Male,Hispanic (any race),Ages 65-74,2016,493.8758,480.3604,507.6725,,,,,
Male,Hispanic (any race),Ages 75+,2000,1497.2697,1448.3817,1547.3861,2000-2016,-1.6291,-1.773,-1.4849,Trend is Falling
Male,Hispanic (any race),Ages 75+,2001,1466.8988,1419.9394,1515.0158,,,,,
Male,Hispanic (any race),Ages 75+,2002,1457.2815,1411.5197,1504.1452,,,,,
Male,Hispanic (any race),Ages 75+,2003,1396.1346,1352.8333,1440.4668,,,,,
Male,Hispanic (any race),Ages 75+,2004,1383.2394,1341.5435,1425.9017,,,,,
Male,Hispanic (any race),Ages 75+,2005,1431.0474,1389.8216,1473.1821,,,,,
Male,Hispanic (any race),Ages 75+,2006,1343.0085,1304.3704,1382.4985,,,,,
Male,Hispanic (any race),Ages 75+,2007,1323.8974,1286.6869,1361.9087,,,,,
Male,Hispanic (any race),Ages 75+,2008,1316.3671,1280.4088,1353.0775,,,,,
Male,Hispanic (any race),Ages 75+,2009,1301.6885,1267.0174,1337.0667,,,,,
Male,Hispanic (any race),Ages 75+,2010,1289.0183,1255.5736,1323.1267,,,,,
Male,Hispanic (any race),Ages 75+,2011,1265.9529,1233.9234,1298.6026,,,,,
Male,Hispanic (any race),Ages 75+,2012,1214.7975,1184.3857,1245.7923,,,,,
Male,Hispanic (any race),Ages 75+,2013,1192.2018,1162.95,1222.0031,,,,,
Male,Hispanic (any race),Ages 75+,2014,1186.84,1158.4846,1215.7139,,,,,
Male,Hispanic (any race),Ages 75+,2015,1168.157,1140.8396,1195.9634,,,,,
Male,Hispanic (any race),Ages 75+,2016,1156.6271,1130.179,1183.538,,,,,
Male,Hispanic (any race),Ages < 20,2000,3.5198,3.0933,3.988,2000-2016,-1.7983,-2.5349,-1.0562,Trend is Falling
Male,Hispanic (any race),Ages < 20,2001,3.2147,2.8143,3.6553,,,,,
Male,Hispanic (any race),Ages < 20,2002,3.1285,2.7395,3.5565,,,,,
Male,Hispanic (any race),Ages < 20,2003,3.591,3.1802,4.0395,,,,,
Male,Hispanic (any race),Ages < 20,2004,3.1494,2.7687,3.5669,,,,,
Male,Hispanic (any race),Ages < 20,2005,2.9717,2.6108,3.3679,,,,,
Male,Hispanic (any race),Ages < 20,2006,2.6155,2.2845,2.9804,,,,,
Male,Hispanic (any race),Ages < 20,2007,2.7781,2.4403,3.1489,,,,,
Male,Hispanic (any race),Ages < 20,2008,2.7653,2.4354,3.127,,,,,
Male,Hispanic (any race),Ages < 20,2009,2.5482,2.2359,2.8915,,,,,
Male,Hispanic (any race),Ages < 20,2010,2.6458,2.3305,2.9916,,,,,
Male,Hispanic (any race),Ages < 20,2011,2.786,2.4636,3.1386,,,,,
Male,Hispanic (any race),Ages < 20,2012,2.7913,2.4705,3.1419,,,,,
Male,Hispanic (any race),Ages < 20,2013,2.4579,2.158,2.7875,,,,,
Male,Hispanic (any race),Ages < 20,2014,2.5982,2.2909,2.9349,,,,,
Male,Hispanic (any race),Ages < 20,2015,2.4722,2.1748,2.7986,,,,,
Male,Hispanic (any race),Ages < 20,2016,2.7828,2.4688,3.1255,,,,,
Male,Non-Hispanic White,All Ages,2000,247.079,246.0714,248.0897,2000-2016,-1.607,-1.6389,-1.5751,Trend is Falling
Male,Non-Hispanic White,All Ages,2001,243.9071,242.9131,244.9041,,,,,
Male,Non-Hispanic White,All Ages,2002,241.3528,240.372,242.3367,,,,,
Male,Non-Hispanic White,All Ages,2003,235.9421,234.9812,236.906,,,,,
Male,Non-Hispanic White,All Ages,2004,230.5796,229.6367,231.5255,,,,,
Male,Non-Hispanic White,All Ages,2005,228.8502,227.919,229.7843,,,,,
Male,Non-Hispanic White,All Ages,2006,224.2559,223.343,225.1717,,,,,
Male,Non-Hispanic White,All Ages,2007,220.9384,220.0407,221.8389,,,,,
Male,Non-Hispanic White,All Ages,2008,217.2829,216.4013,218.1672,,,,,
Male,Non-Hispanic White,All Ages,2009,213.5231,212.6563,214.3926,,,,,
Male,Non-Hispanic White,All Ages,2010,211.4153,210.5604,212.2729,,,,,
Male,Non-Hispanic White,All Ages,2011,207.562,206.7222,208.4045,,,,,
Male,Non-Hispanic White,All Ages,2012,203.9926,203.1694,204.8185,,,,,
Male,Non-Hispanic White,All Ages,2013,200.2296,199.4223,201.0396,,,,,
Male,Non-Hispanic White,All Ages,2014,197.8395,197.0446,198.6371,,,,,
Male,Non-Hispanic White,All Ages,2015,194.3931,193.6121,195.1767,,,,,
Male,Non-Hispanic White,All Ages,2016,190.684,189.9162,191.4542,,,,,
Male,Non-Hispanic White,Ages < 50,2000,19.7848,19.4621,20.1115,2000-2016,-1.8458,-1.9811,-1.7103,Trend is Falling
Male,Non-Hispanic White,Ages < 50,2001,19.7103,19.3888,20.036,,,,,
Male,Non-Hispanic White,Ages < 50,2002,19.6203,19.2994,19.9454,,,,,
Male,Non-Hispanic White,Ages < 50,2003,19.3289,19.0098,19.6522,,,,,
Male,Non-Hispanic White,Ages < 50,2004,18.5208,18.2076,18.8381,,,,,
Male,Non-Hispanic White,Ages < 50,2005,18.4787,18.1647,18.7969,,,,,
Male,Non-Hispanic White,Ages < 50,2006,17.9883,17.677,18.3038,,,,,
Male,Non-Hispanic White,Ages < 50,2007,17.2845,16.9772,17.596,,,,,
Male,Non-Hispanic White,Ages < 50,2008,17.2969,16.9873,17.6108,,,,,
Male,Non-Hispanic White,Ages < 50,2009,17.2657,16.9534,17.5824,,,,,
Male,Non-Hispanic White,Ages < 50,2010,17.0401,16.7273,17.3573,,,,,
Male,Non-Hispanic White,Ages < 50,2011,16.4789,16.1679,16.7945,,,,,
Male,Non-Hispanic White,Ages < 50,2012,16.0412,15.7317,16.3554,,,,,
Male,Non-Hispanic White,Ages < 50,2013,15.8106,15.5001,16.1259,,,,,
Male,Non-Hispanic White,Ages < 50,2014,15.6671,15.355,15.9839,,,,,
Male,Non-Hispanic White,Ages < 50,2015,14.9384,14.6316,15.2501,,,,,
Male,Non-Hispanic White,Ages < 50,2016,14.7961,14.4891,15.1079,,,,,
Male,Non-Hispanic White,Ages 50-64,2000,308.6416,305.9343,311.3668,2000-2007,-1.8813,-2.1566,-1.6051,Trend is Falling
Male,Non-Hispanic White,Ages 50-64,2001,306.0142,303.3565,308.6893,2007-2016,-1.1322,-1.3147,-0.9494,Trend is Falling
Male,Non-Hispanic White,Ages 50-64,2002,300.8788,298.297,303.4774,,,,,
Male,Non-Hispanic White,Ages 50-64,2003,292.8545,290.3568,295.3683,,,,,
Male,Non-Hispanic White,Ages 50-64,2004,285.9546,283.5287,288.3962,,,,,
Male,Non-Hispanic White,Ages 50-64,2005,280.4881,278.1246,282.8667,,,,,
Male,Non-Hispanic White,Ages 50-64,2006,278.2968,275.9766,280.6317,,,,,
Male,Non-Hispanic White,Ages 50-64,2007,271.4638,269.2151,273.7266,,,,,
Male,Non-Hispanic White,Ages 50-64,2008,268.5689,266.3577,270.794,,,,,
Male,Non-Hispanic White,Ages 50-64,2009,264.9957,262.8266,267.1783,,,,,
Male,Non-Hispanic White,Ages 50-64,2010,261.8692,259.7407,264.0108,,,,,
Male,Non-Hispanic White,Ages 50-64,2011,259.6031,257.5073,261.7119,,,,,
Male,Non-Hispanic White,Ages 50-64,2012,258.3839,256.2915,260.4893,,,,,
Male,Non-Hispanic White,Ages 50-64,2013,253.6605,251.5917,255.7423,,,,,
Male,Non-Hispanic White,Ages 50-64,2014,252.6988,250.6402,254.7703,,,,,
Male,Non-Hispanic White,Ages 50-64,2015,249.5127,247.4694,251.5689,,,,,
Male,Non-Hispanic White,Ages 50-64,2016,241.8799,239.8649,243.9078,,,,,
Male,Non-Hispanic White,Ages 65+,2000,1475.4628,1468.4086,1482.5424,2000-2016,-1.6296,-1.667,-1.5921,Trend is Falling
Male,Non-Hispanic White,Ages 65+,2001,1453.9092,1446.9479,1460.8955,,,,,
Male,Non-Hispanic White,Ages 65+,2002,1440.308,1433.4228,1447.218,,,,,
Male,Non-Hispanic White,Ages 65+,2003,1408.6869,1401.932,1415.4662,,,,,
Male,Non-Hispanic White,Ages 65+,2004,1379.0711,1372.4296,1385.7365,,,,,
Male,Non-Hispanic White,Ages 65+,2005,1372.115,1365.5472,1378.7066,,,,,
Male,Non-Hispanic White,Ages 65+,2006,1341.1712,1334.7396,1347.6262,,,,,
Male,Non-Hispanic White,Ages 65+,2007,1327.0597,1320.7203,1333.4218,,,,,
Male,Non-Hispanic White,Ages 65+,2008,1301.5001,1295.2886,1307.7338,,,,,
Male,Non-Hispanic White,Ages 65+,2009,1276.17,1270.0738,1282.288,,,,,
Male,Non-Hispanic White,Ages 65+,2010,1264.4938,1258.4836,1270.5254,,,,,
Male,Non-Hispanic White,Ages 65+,2011,1239.9071,1234.0125,1245.8228,,,,,
Male,Non-Hispanic White,Ages 65+,2012,1215.618,1209.8675,1221.3889,,,,,
Male,Non-Hispanic White,Ages 65+,2013,1192.7686,1187.15,1198.407,,,,,
Male,Non-Hispanic White,Ages 65+,2014,1175.8205,1170.3107,1181.3497,,,,,
Male,Non-Hispanic White,Ages 65+,2015,1156.5043,1151.1031,1161.9244,,,,,
Male,Non-Hispanic White,Ages 65+,2016,1137.0281,1131.7322,1142.3425,,,,,
Male,Non-Hispanic White,Ages <15,2000,2.7167,2.4877,2.9613,2000-2016,-1.1534,-1.5742,-0.7308,Trend is Falling
Male,Non-Hispanic White,Ages <15,2001,2.5146,2.2934,2.7515,,,,,
Male,Non-Hispanic White,Ages <15,2002,2.7426,2.5102,2.9908,,,,,
Male,Non-Hispanic White,Ages <15,2003,2.6788,2.4479,2.9255,,,,,
Male,Non-Hispanic White,Ages <15,2004,2.7242,2.4897,2.9748,,,,,
Male,Non-Hispanic White,Ages <15,2005,2.6675,2.4347,2.9166,,,,,
Male,Non-Hispanic White,Ages <15,2006,2.5052,2.2782,2.7487,,,,,
Male,Non-Hispanic White,Ages <15,2007,2.4202,2.1962,2.6608,,,,,
Male,Non-Hispanic White,Ages <15,2008,2.3578,2.1361,2.5963,,,,,
Male,Non-Hispanic White,Ages <15,2009,2.3524,2.1299,2.5919,,,,,
Male,Non-Hispanic White,Ages <15,2010,2.3323,2.1101,2.5716,,,,,
Male,Non-Hispanic White,Ages <15,2011,2.2506,2.0313,2.4871,,,,,
Male,Non-Hispanic White,Ages <15,2012,2.4431,2.2136,2.6899,,,,,
Male,Non-Hispanic White,Ages <15,2013,2.2998,2.0763,2.5408,,,,,
Male,Non-Hispanic White,Ages <15,2014,2.2927,2.0688,2.5343,,,,,
Male,Non-Hispanic White,Ages <15,2015,2.2817,2.0574,2.5237,,,,,
Male,Non-Hispanic White,Ages <15,2016,2.3941,2.1635,2.6426,,,,,
Male,Non-Hispanic White,Ages 15-39,2000,10.6017,10.2581,10.954,2000-2016,-1.3437,-1.5278,-1.1592,Trend is Falling
Male,Non-Hispanic White,Ages 15-39,2001,10.5466,10.2007,10.9014,,,,,
Male,Non-Hispanic White,Ages 15-39,2002,10.32,9.9743,10.6746,,,,,
Male,Non-Hispanic White,Ages 15-39,2003,10.1383,9.7917,10.4941,,,,,
Male,Non-Hispanic White,Ages 15-39,2004,9.7383,9.3956,10.0901,,,,,
Male,Non-Hispanic White,Ages 15-39,2005,9.628,9.2853,9.98,,,,,
Male,Non-Hispanic White,Ages 15-39,2006,9.6885,9.3433,10.0431,,,,,
Male,Non-Hispanic White,Ages 15-39,2007,9.1893,8.8519,9.5363,,,,,
Male,Non-Hispanic White,Ages 15-39,2008,9.3735,9.0311,9.7255,,,,,
Male,Non-Hispanic White,Ages 15-39,2009,9.4967,9.1496,9.8535,,,,,
Male,Non-Hispanic White,Ages 15-39,2010,9.458,9.1092,9.8164,,,,,
Male,Non-Hispanic White,Ages 15-39,2011,9.0457,8.7011,9.4002,,,,,
Male,Non-Hispanic White,Ages 15-39,2012,8.8139,8.4735,9.1643,,,,,
Male,Non-Hispanic White,Ages 15-39,2013,8.7366,8.3978,9.0852,,,,,
Male,Non-Hispanic White,Ages 15-39,2014,8.761,8.4242,9.1075,,,,,
Male,Non-Hispanic White,Ages 15-39,2015,8.5697,8.2377,8.9114,,,,,
Male,Non-Hispanic White,Ages 15-39,2016,8.589,8.2585,8.9291,,,,,
Male,Non-Hispanic White,Ages 40-64,2000,185.0934,183.6145,186.5814,2000-2007,-1.9208,-2.1319,-1.7092,Trend is Falling
Male,Non-Hispanic White,Ages 40-64,2001,183.8269,182.3715,185.291,2007-2014,-1.2035,-1.4697,-0.9365,Trend is Falling
Male,Non-Hispanic White,Ages 40-64,2002,181.1824,179.7623,182.6109,2014-2016,-2.2448,-3.8469,-0.616,Trend is Falling
Male,Non-Hispanic White,Ages 40-64,2003,176.7865,175.4062,178.1751,,,,,
Male,Non-Hispanic White,Ages 40-64,2004,171.893,170.5511,173.243,,,,,
Male,Non-Hispanic White,Ages 40-64,2005,169.2643,167.9486,170.588,,,,,
Male,Non-Hispanic White,Ages 40-64,2006,167.0595,165.7667,168.3601,,,,,
Male,Non-Hispanic White,Ages 40-64,2007,162.6554,161.3962,163.9221,,,,,
Male,Non-Hispanic White,Ages 40-64,2008,161.0854,159.8409,162.3374,,,,,
Male,Non-Hispanic White,Ages 40-64,2009,159.108,157.8797,160.3439,,,,,
Male,Non-Hispanic White,Ages 40-64,2010,157.0877,155.8767,158.3061,,,,,
Male,Non-Hispanic White,Ages 40-64,2011,155.1727,153.9763,156.3765,,,,,
Male,Non-Hispanic White,Ages 40-64,2012,153.6637,152.4702,154.8646,,,,,
Male,Non-Hispanic White,Ages 40-64,2013,150.9757,149.7895,152.1694,,,,,
Male,Non-Hispanic White,Ages 40-64,2014,150.1359,148.951,151.3283,,,,,
Male,Non-Hispanic White,Ages 40-64,2015,147.0601,145.8876,148.2401,,,,,
Male,Non-Hispanic White,Ages 40-64,2016,142.853,141.6924,144.0214,,,,,
Male,Non-Hispanic White,Ages 65-74,2000,1004.1538,996.6796,1011.6702,2000-2016,-2.1096,-2.1696,-2.0495,Trend is Falling
Male,Non-Hispanic White,Ages 65-74,2001,984.3491,976.9397,991.8006,,,,,
Male,Non-Hispanic White,Ages 65-74,2002,968.9347,961.5695,976.3423,,,,,
Male,Non-Hispanic White,Ages 65-74,2003,935.093,927.86,942.3684,,,,,
Male,Non-Hispanic White,Ages 65-74,2004,910.8709,903.7414,918.0425,,,,,
Male,Non-Hispanic White,Ages 65-74,2005,903.5438,896.4635,910.6659,,,,,
Male,Non-Hispanic White,Ages 65-74,2006,874.5208,867.598,881.4849,,,,,
Male,Non-Hispanic White,Ages 65-74,2007,859.1028,852.3086,865.9375,,,,,
Male,Non-Hispanic White,Ages 65-74,2008,843.936,837.3185,850.5926,,,,,
Male,Non-Hispanic White,Ages 65-74,2009,817.0051,810.5986,823.4494,,,,,
Male,Non-Hispanic White,Ages 65-74,2010,811.3897,805.0825,817.7339,,,,,
Male,Non-Hispanic White,Ages 65-74,2011,793.8664,787.7061,800.0627,,,,,
Male,Non-Hispanic White,Ages 65-74,2012,778.6901,772.7628,784.6512,,,,,
Male,Non-Hispanic White,Ages 65-74,2013,756.567,750.8783,762.288,,,,,
Male,Non-Hispanic White,Ages 65-74,2014,740.8447,735.3283,746.392,,,,,
Male,Non-Hispanic White,Ages 65-74,2015,731.2959,725.9153,736.7063,,,,,
Male,Non-Hispanic White,Ages 65-74,2016,713.6651,708.4308,718.9283,,,,,
Male,Non-Hispanic White,Ages 75+,2000,1991.177,1978.8822,2003.5292,2000-2007,-1.1799,-1.3108,-1.0489,Trend is Falling
Male,Non-Hispanic White,Ages 75+,2001,1967.7098,1955.6015,1979.8744,2007-2016,-1.5195,-1.6068,-1.4321,Trend is Falling
Male,Non-Hispanic White,Ages 75+,2002,1956.0927,1944.1437,1968.0968,,,,,
Male,Non-Hispanic White,Ages 75+,2003,1926.9013,1915.184,1938.6725,,,,,
Male,Non-Hispanic White,Ages 75+,2004,1891.3836,1879.8764,1902.9437,,,,,
Male,Non-Hispanic White,Ages 75+,2005,1884.8336,1873.476,1896.243,,,,,
Male,Non-Hispanic White,Ages 75+,2006,1851.7881,1840.658,1862.9687,,,,,
Male,Non-Hispanic White,Ages 75+,2007,1839.106,1828.114,1850.1476,,,,,
Male,Non-Hispanic White,Ages 75+,2008,1802.1744,1791.3749,1813.0228,,,,,
Male,Non-Hispanic White,Ages 75+,2009,1778.5959,1767.9328,1789.3073,,,,,
Male,Non-Hispanic White,Ages 75+,2010,1760.2879,1749.7687,1770.8546,,,,,
Male,Non-Hispanic White,Ages 75+,2011,1727.9723,1717.637,1738.3544,,,,,
Male,Non-Hispanic White,Ages 75+,2012,1693.712,1683.571,1703.8989,,,,,
Male,Non-Hispanic White,Ages 75+,2013,1670.0677,1660.0884,1680.0921,,,,,
Male,Non-Hispanic White,Ages 75+,2014,1651.7784,1641.9502,1661.651,,,,,
Male,Non-Hispanic White,Ages 75+,2015,1621.7745,1612.1217,1631.4707,,,,,
Male,Non-Hispanic White,Ages 75+,2016,1600.279,1590.7869,1609.8138,,,,,
Male,Non-Hispanic White,Ages < 20,2000,3.0508,2.8413,3.2716,2000-2005,-0.0829,-1.6596,1.5191,Stable
Male,Non-Hispanic White,Ages < 20,2001,2.8957,2.6913,3.1116,2005-2008,-5.0952,-12.0015,2.3532,Stable
Male,Non-Hispanic White,Ages < 20,2002,3.0423,2.8319,3.2643,2008-2016,-0.1095,-0.9867,0.7755,Stable
Male,Non-Hispanic White,Ages < 20,2003,3.0133,2.8032,3.235,,,,,
Male,Non-Hispanic White,Ages < 20,2004,2.9868,2.7767,3.2087,,,,,
Male,Non-Hispanic White,Ages < 20,2005,2.9991,2.7883,3.2217,,,,,
Male,Non-Hispanic White,Ages < 20,2006,2.8287,2.6232,3.0462,,,,,
Male,Non-Hispanic White,Ages < 20,2007,2.6712,2.4707,2.8836,,,,,
Male,Non-Hispanic White,Ages < 20,2008,2.6015,2.403,2.8121,,,,,
Male,Non-Hispanic White,Ages < 20,2009,2.5646,2.3663,2.7751,,,,,
Male,Non-Hispanic White,Ages < 20,2010,2.5039,2.307,2.7133,,,,,
Male,Non-Hispanic White,Ages < 20,2011,2.4964,2.2987,2.7065,,,,,
Male,Non-Hispanic White,Ages < 20,2012,2.6226,2.4187,2.8392,,,,,
Male,Non-Hispanic White,Ages < 20,2013,2.5469,2.3452,2.7614,,,,,
Male,Non-Hispanic White,Ages < 20,2014,2.5219,2.3203,2.7364,,,,,
Male,Non-Hispanic White,Ages < 20,2015,2.4524,2.2528,2.665,,,,,
Male,Non-Hispanic White,Ages < 20,2016,2.6047,2.3982,2.8242,,,,,
Male,White (includes Hispanic),All Ages,2000,243.3705,242.3993,244.3445,2000-2016,-1.6564,-1.6909,-1.622,Trend is Falling
Male,White (includes Hispanic),All Ages,2001,240.3058,239.3487,241.2657,,,,,
Male,White (includes Hispanic),All Ages,2002,237.6204,236.6772,238.5663,,,,,
Male,White (includes Hispanic),All Ages,2003,232.1586,231.236,233.0839,,,,,
Male,White (includes Hispanic),All Ages,2004,226.6018,225.698,227.5082,,,,,
Male,White (includes Hispanic),All Ages,2005,224.9435,224.0521,225.8376,,,,,
Male,White (includes Hispanic),All Ages,2006,220.0158,219.1439,220.8903,,,,,
Male,White (includes Hispanic),All Ages,2007,216.6377,215.7816,217.4963,,,,,
Male,White (includes Hispanic),All Ages,2008,213.2128,212.3731,214.0551,,,,,
Male,White (includes Hispanic),All Ages,2009,209.3287,208.5048,210.1551,,,,,
Male,White (includes Hispanic),All Ages,2010,207.1534,206.3423,207.967,,,,,
Male,White (includes Hispanic),All Ages,2011,203.3188,202.5236,204.1164,,,,,
Male,White (includes Hispanic),All Ages,2012,199.8861,199.1078,200.6668,,,,,
Male,White (includes Hispanic),All Ages,2013,195.9688,195.2073,196.7326,,,,,
Male,White (includes Hispanic),All Ages,2014,193.5127,192.7644,194.2632,,,,,
Male,White (includes Hispanic),All Ages,2015,190.1932,189.4594,190.9292,,,,,
Male,White (includes Hispanic),All Ages,2016,186.2801,185.5609,187.0015,,,,,
Male,White (includes Hispanic),Ages < 50,2000,19.1958,18.8996,19.4955,2000-2016,-1.9296,-2.045,-1.814,Trend is Falling
Male,White (includes Hispanic),Ages < 50,2001,19.1479,18.8535,19.4458,,,,,
Male,White (includes Hispanic),Ages < 50,2002,18.9107,18.6191,19.2057,,,,,
Male,White (includes Hispanic),Ages < 50,2003,18.685,18.3956,18.9778,,,,,
Male,White (includes Hispanic),Ages < 50,2004,17.8457,17.5633,18.1315,,,,,
Male,White (includes Hispanic),Ages < 50,2005,17.7372,17.4557,18.0221,,,,,
Male,White (includes Hispanic),Ages < 50,2006,17.1604,16.8833,17.4408,,,,,
Male,White (includes Hispanic),Ages < 50,2007,16.6683,16.3944,16.9457,,,,,
Male,White (includes Hispanic),Ages < 50,2008,16.6909,16.4159,16.9694,,,,,
Male,White (includes Hispanic),Ages < 50,2009,16.5243,16.2493,16.8029,,,,,
Male,White (includes Hispanic),Ages < 50,2010,16.2575,15.9834,16.535,,,,,
Male,White (includes Hispanic),Ages < 50,2011,15.7264,15.4549,16.0014,,,,,
Male,White (includes Hispanic),Ages < 50,2012,15.417,15.1468,15.6908,,,,,
Male,White (includes Hispanic),Ages < 50,2013,15.132,14.8626,15.405,,,,,
Male,White (includes Hispanic),Ages < 50,2014,14.97,14.7005,15.2432,,,,,
Male,White (includes Hispanic),Ages < 50,2015,14.3859,14.121,14.6546,,,,,
Male,White (includes Hispanic),Ages < 50,2016,14.1421,13.879,14.4089,,,,,
