Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type,,,
Male,Non-Hispanic White,Ages 65+,2000,62.6984,61.2501,64.1721,2000-2016,-1.8261,-1.9512,-1.7009,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2001,61.1292,59.7053,62.5784,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2002,60.629,59.2209,62.0619,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2003,59.8242,58.434,61.239,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2004,56.8507,55.5059,58.2197,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2005,57.4456,56.1026,58.8124,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2006,54.3971,53.1057,55.7119,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2007,53.8841,52.61,55.1812,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2008,53.7025,52.4416,54.9859,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2009,52.7779,51.5397,54.0382,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2010,50.9718,49.767,52.1982,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2011,51.5694,50.3683,52.7917,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2012,50.3208,49.1499,51.5123,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2013,49.0454,47.9043,50.2065,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2014,48.2925,47.1735,49.4311,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2015,47.5386,46.4399,48.6564,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65+,2016,46.2499,45.1796,47.3389,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2000,0.129,0.0834,0.1906,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2001,0.098,0.059,0.1533,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2002,0.183,0.1274,0.2548,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2004,0.0988,0.0585,0.1562,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2005,0.1506,0.1001,0.218,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2006,0.1172,0.0725,0.1793,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2009,0.1024,0.0607,0.162,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2011,0.0988,0.0575,0.1583,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages <15,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2000,0.9582,0.8567,1.0685,2000-2016,-4.7974,-5.5031,-4.0864,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2001,0.8888,0.7904,0.9961,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2002,0.8124,0.7175,0.9163,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2003,0.7533,0.6611,0.8547,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2004,0.7592,0.6659,0.8618,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2005,0.6408,0.555,0.7361,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2006,0.5878,0.5055,0.6795,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2007,0.6698,0.5813,0.768,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2008,0.7014,0.61,0.8023,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2009,0.535,0.4557,0.624,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2010,0.5471,0.4661,0.6379,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2011,0.574,0.4901,0.668,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2012,0.4952,0.4179,0.5825,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2013,0.471,0.3958,0.5561,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2014,0.4516,0.3779,0.5351,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2015,0.4288,0.3572,0.5103,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 15-39,2016,0.4355,0.3644,0.5163,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2000,8.1201,7.8124,8.437,2000-2005,-5.9935,-7.2083,-4.7627,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2001,7.7877,7.4901,8.0943,2005-2016,-3.3426,-3.7713,-2.912,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2002,7.2309,6.9488,7.5215,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2003,6.9472,6.6751,7.2277,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2004,6.2944,6.0387,6.5582,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2005,6.0538,5.8057,6.31,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2006,5.8316,5.5907,6.0804,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2007,5.6129,5.3791,5.8545,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2008,5.3023,5.0769,5.5354,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2009,5.2635,5.04,5.4946,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2010,5.1059,4.8874,5.3319,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2011,5.0919,4.8743,5.317,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2012,4.8207,4.6102,5.0387,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2013,4.4337,4.2312,4.6437,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2014,4.325,4.1241,4.5336,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2015,4.367,4.1645,4.5771,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 40-64,2016,4.1477,3.9486,4.3547,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2000,39.6099,38.1365,41.1256,2000-2008,-3.6863,-4.0945,-3.2764,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2001,38.6964,37.2383,40.1969,2008-2016,-2.3758,-2.7997,-1.9499,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2002,38.0194,36.5717,39.5096,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2003,36.371,34.9556,37.8288,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2004,34.3715,32.9973,35.7881,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2005,33.4648,32.1117,34.8601,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2006,31.6006,30.2934,32.9496,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2007,31.1777,29.8929,32.5033,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2008,29.1946,27.9722,30.4564,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2009,29.3138,28.1078,30.5579,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2010,28.5709,27.3956,29.7835,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2011,28.0706,26.9194,29.2582,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2012,27.1478,26.0449,28.285,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2013,26.2466,25.1903,27.3355,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2014,25.4779,24.4593,26.5277,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2015,24.8033,23.817,25.8198,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 65-74,2016,24.9672,23.9914,25.9722,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2000,87.9622,85.4008,90.581,2000-2016,-1.2995,-1.4601,-1.1387,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2001,85.6757,83.1639,88.2439,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2002,85.3689,82.8891,87.9038,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2003,85.4872,83.0292,87.9994,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2004,81.4478,79.0737,83.875,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2005,83.6858,81.3017,86.1219,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2006,79.3414,77.0532,81.6804,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2007,78.7299,76.4687,81.0408,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2008,80.5195,78.2491,82.8391,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2009,78.4528,76.2269,80.7272,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2010,75.4832,73.3186,77.6954,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2011,77.2821,75.1109,79.5001,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2012,75.6771,73.5482,77.8521,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2013,73.9922,71.906,76.1235,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2014,73.2567,71.2004,75.3574,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2015,72.4158,70.3887,74.4865,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages 75+,2016,69.5378,67.572,71.5464,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2000,0.2246,0.171,0.2899,2000-2016,-4.8594,-6.5189,-3.1705,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2001,0.1672,0.1215,0.2246,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2002,0.2044,0.1531,0.2676,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2003,0.1357,0.0945,0.189,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2004,0.156,0.1114,0.2128,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2005,0.2093,0.1572,0.2734,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2006,0.1583,0.113,0.2158,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2007,0.1305,0.0898,0.1837,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2008,0.154,0.1094,0.211,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2009,0.1071,0.0699,0.1572,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2010,0.1179,0.0789,0.1697,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2011,0.1254,0.0846,0.1793,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2012,0.0759,0.045,0.1202,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2013,0.1185,0.0787,0.1715,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2014,0.1115,0.0728,0.1636,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2015,0.0999,0.0633,0.1501,,,,,,Non-Hodgkin Lymphoma,,,
Male,Non-Hispanic White,Ages < 20,2016,0.0963,0.0604,0.146,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2000,10.631,10.4292,10.8357,2000-2006,-2.987,-3.4438,-2.5281,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2001,10.3123,10.1147,10.5127,2006-2016,-1.9788,-2.1964,-1.7608,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2002,10.0438,9.8504,10.24,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2003,9.8114,9.6217,10.0038,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2004,9.2768,9.0939,9.4623,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2005,9.2204,9.0394,9.4041,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2006,8.7768,8.6025,8.9537,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2007,8.6694,8.4978,8.8436,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2008,8.5553,8.3862,8.727,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2009,8.4152,8.2492,8.5836,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2010,8.1132,7.9519,8.277,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2011,8.1672,8.0068,8.3299,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2012,7.9482,7.7919,8.1069,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2013,7.6745,7.5226,7.8287,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2014,7.5526,7.4035,7.704,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2015,7.407,7.2609,7.5554,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),All Ages,2016,7.2111,7.0684,7.3559,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2000,1.2497,1.175,1.3278,2000-2016,-4.7276,-5.1459,-4.3075,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2001,1.1953,1.1226,1.2716,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2002,1.1058,1.036,1.179,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2003,1.0294,0.9621,1.1002,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2004,0.9951,0.929,1.0647,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2005,0.8963,0.8335,0.9626,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2006,0.8249,0.7648,0.8885,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2007,0.8625,0.8007,0.9278,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2008,0.8538,0.792,0.9191,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2009,0.782,0.7227,0.8448,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2010,0.7433,0.6854,0.8049,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2011,0.7522,0.6934,0.8146,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2012,0.6757,0.6199,0.7351,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2013,0.6056,0.5527,0.6622,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2014,0.6134,0.5598,0.6708,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2015,0.5982,0.5452,0.6549,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages < 50,2016,0.5873,0.5349,0.6435,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2000,12.6679,12.1456,13.2068,2000-2005,-5.7887,-6.9942,-4.5676,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2001,12.0853,11.583,12.6037,2005-2016,-3.0172,-3.4137,-2.619,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2002,11.26,10.7853,11.7502,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2003,10.9118,10.4538,11.3847,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2004,9.8919,9.4638,10.3344,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2005,9.3997,8.9901,9.8232,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2006,9.3506,8.9478,9.7668,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2007,8.8134,8.4308,9.2089,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2008,8.3461,7.9792,8.7255,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2009,8.4935,8.1279,8.8713,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2010,8.1768,7.8237,8.5418,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2011,7.9965,7.6527,8.352,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2012,7.8318,7.4919,8.1832,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2013,7.2583,6.9324,7.5957,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2014,7.1093,6.7889,7.441,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2015,7.0707,6.7521,7.4005,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 50-64,2016,6.662,6.3529,6.9824,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2000,61.9299,60.5254,63.3586,2000-2016,-1.8081,-1.9345,-1.6814,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2001,60.4101,59.0301,61.8139,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2002,59.7779,58.4163,61.1631,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2003,58.7888,57.4477,60.1532,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2004,55.9655,54.6684,57.2854,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2005,56.6698,55.3746,57.9875,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2006,53.6263,52.3825,54.892,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2007,53.1995,51.9727,54.4478,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2008,52.9008,51.6891,54.1334,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2009,52.0282,50.8393,53.2377,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2010,50.2361,49.0803,51.4121,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2011,50.826,49.676,51.9958,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2012,49.7276,48.6061,50.8681,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2013,48.6427,47.549,49.755,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2014,47.8111,46.7405,48.8998,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2015,46.7919,45.7457,47.8557,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 65+,2016,45.7885,44.7671,46.827,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2000,0.116,0.0771,0.1676,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2001,0.1028,0.0665,0.1517,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2002,0.1565,0.1107,0.2149,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2003,0.0881,0.0545,0.1346,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2004,0.1018,0.0652,0.1513,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2005,0.1292,0.0878,0.1834,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2006,0.1178,0.0782,0.1702,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2007,0.0888,0.055,0.1357,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2008,0.0981,0.0622,0.147,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2009,0.0926,0.058,0.1402,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2010,0.0717,0.0418,0.1148,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2011,0.0803,0.0484,0.1254,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2014,0.0764,0.0453,0.1207,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2015,0.0726,0.0423,0.1162,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages <15,2016,0.0852,0.0521,0.1317,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2000,0.9109,0.8212,1.0077,2000-2016,-4.4679,-5.0804,-3.8513,Trend is Falling,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2001,0.8704,0.7825,0.9656,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2002,0.8074,0.7224,0.8996,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2003,0.7893,0.7047,0.8812,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2004,0.7475,0.665,0.8374,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2005,0.6247,0.5493,0.7074,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2006,0.6055,0.5317,0.6867,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2007,0.6419,0.5654,0.7258,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2008,0.7071,0.6264,0.7953,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2009,0.5926,0.519,0.6736,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2010,0.5439,0.4732,0.622,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2011,0.561,0.4884,0.6411,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2012,0.5058,0.4378,0.5812,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2013,0.4703,0.4047,0.5433,,,,,,Non-Hodgkin Lymphoma,,,
Male,White (includes Hispanic),Ages 15-39,2014,0.4861,0.4192,0.5605,,,,,,Non-Hodgkin Lymphoma,,,
